Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Unnamed: 66
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,27034499.0,27747867.0,28485022.0,29245936.0,30026648.0,30818469.0,31613132.0,32408414.0,33204629.0,33995955.0,34781986.0,35555969.0,36330768.0,37120776.0,37930374.0,38775584.0,39649050.0,40577356.0,41576636.0,42632458.0,43748556.0,44899573.0,46088647.0,47353665.0,48676443.0,50035843.0,51424313.0,52841319.0,54298446.0,55765843.0,57214630.0,58611032.0,59989142.0,61382200.0,62775847.0,64166908.0,65565195.0,66993728.0,68446011.0,69907887.0,71371371.0,72854261.0,74393759.0,75963322.0,77522427.0,79075310.0,80629670.0,82218755.0,83844783.0,85501064.0,87252413.0,89200054.0,91240376.0,93377890.0,95592324.0,97723799.0,99784030.0,101789386.0,103740765.0,105618671.0,107465134.0,109262178.0,
